RTT,RTO,Diferencia RTT-RTO
490.0,1000.0,510.0
750.0,1450.0,700.0
500.0,1705.0,1205.0
510.0,1356.25,846.25
500.0,830.3125,330.3125
500.0,639.765625,139.765625
500.0,549.23828125,49.23828125
500.0,515.883789062,15.8837890625
500.0,510.074462891,10.0744628906
490.0,510.018615723,20.0186157227
490.0,522.915725708,32.915725708
490.0,505.742893219,15.742893219
490.0,500.156540871,10.1565408707
490.0,500.039135218,10.0391352177
500.0,500.009783804,0.00978380441666
500.0,527.620198503,27.6201985031
500.0,514.397711772,14.3977117725
500.0,509.843902872,9.84390287194
250.0,509.960975718,259.960975718
250.0,1062.84203709,812.842037092
740.0,640.681241062,99.3187589384
490.0,2138.30262732,1648.30262732
500.0,1296.29257757,796.292577566
490.0,767.627374576,277.627374576
490.0,606.54540119,116.54540119
490.0,530.920989684,40.920989684
500.0,503.176407268,3.17640726763
500.0,530.057561855,30.0575618553
500.0,514.830255473,14.8302554734
500.0,509.847586146,9.84758614563
500.0,509.961896536,9.96189653641
500.0,509.990474134,9.9904741341
490.0,509.997618534,19.9976185335
490.0,522.53591587,32.5359158696
250.0,505.632192868,255.632192868
250.0,1035.78260169,785.782601692
750.0,626.914288792,123.085711208
500.0,2174.11141261,1674.11141261
500.0,1304.80714305,804.807143049
500.0,797.771608237,297.771608237
500.0,598.585357678,98.5853576778
500.0,530.681953324,30.6819533241
250.0,510.125741956,260.125741956
500.0,1065.17207382,565.172073821
500.0,1203.69871199,703.698711988
500.0,816.52610138,316.52610138
500.0,614.281881191,114.281881191
500.0,537.358059259,37.3580592592
500.0,511.536412055,11.5364120552
500.0,509.954231307,9.95423130749
500.0,509.988557827,9.98855782687
250.0,509.997139457,259.997139457
740.0,1062.56222737,322.562227369
490.0,2103.14270225,1613.14270225
250.0,1322.66013921,1072.66013921
490.0,1345.50865071,855.508650715
490.0,1217.0412587,727.041258701
500.0,800.051338681,300.051338681
500.0,637.085590672,137.085590672
500.0,549.789586668,49.7895866682
490.0,516.326943917,26.3269439171
500.0,525.611849167,25.6118491668
500.0,529.145433995,29.1454339948
500.0,512.971976424,12.9719764245
500.0,509.881549627,9.88154962655
500.0,509.970387407,9.97038740664
500.0,509.992596852,9.99259685166
500.0,509.998149213,9.99814921291
500.0,509.999537303,9.99953730323
500.0,509.999884326,9.99988432581
500.0,509.999971081,9.99997108145
500.0,509.99999277,9.99999277036
250.0,509.999998193,259.999998193
250.0,1062.50005575,812.500055749
750.0,640.625012582,109.374987418
500.0,2175.78125348,1675.78125348
500.0,1305.66406329,805.664063286
500.0,798.0957033,298.0957033
500.0,598.693847695,98.6938476948
500.0,530.715942391,30.7159423911
500.0,510.12588501,10.1258850097
500.0,510.031471252,10.0314712524
500.0,510.007867813,10.0078678131
500.0,510.001966953,10.0019669533
500.0,510.000491738,10.0004917383
500.0,510.000122935,10.0001229346
490.0,510.000030734,20.0000307336
490.0,522.501206296,32.5012062956
500.0,505.625324624,5.62532462412
490.0,529.531325393,39.5313253935
500.0,522.851582789,22.851582789
500.0,529.970707837,29.9707078371
500.0,513.557129994,13.5571299942
500.0,509.873657228,9.87365722844
500.0,509.968414307,9.96841430711
490.0,509.992103577,19.9921035768
490.0,522.600336078,32.6003360784
240.0,505.644161702,265.644161702
240.0,1058.28455985,818.284559846
500.0,632.539519817,132.539519817
500.0,1266.14278499,766.14278499
500.0,874.787672507,374.787672507
500.0,639.509912191,139.509912191
500.0,546.330726564,46.330726564
500.0,514.44599377,14.4459937701
500.0,509.940347664,9.94034766398
500.0,509.985086916,9.98508691599
500.0,509.996271729,9.996271729
500.0,509.999067932,9.99906793225
500.0,509.999766983,9.99976698306
500.0,509.999941746,9.99994174577
500.0,509.999985436,9.99998543644
500.0,509.999996359,9.99999635911
500.0,509.99999909,9.99999908978
490.0,509.999999772,19.9999997724
490.0,522.500009588,32.5000095882
